Img_name,Band_001,Band_002,Band_003,Band_004,Band_005,Band_006,Band_007,Band_008,Band_009,Band_010,Band_011,Band_012,Band_013,Band_014,Band_015,Band_016,Band_017,Band_018,Band_019,Band_020,Band_021,Band_022,Band_023,Band_024,Band_025,Band_026,Band_027,Band_028,Band_029,Band_030,Band_031,Band_032,Band_033,Band_034,Band_035,Band_036,Band_037,Band_038,Band_039,Band_040,Band_041,Band_042,Band_043,Band_044,Band_045,Band_046,Band_047,Band_048,Band_049,Band_050,Band_051,Band_052,Band_053,Band_054,Band_055,Band_056,Band_057,Band_058,Band_059,Band_060,Band_061,Band_062,Band_063,Band_064,Band_065,Band_066,Band_067,Band_068,Band_069,Band_070,Band_071,Band_072,Band_073,Band_074,Band_075,Band_076,Band_077,Band_078,Band_079,Band_080,Band_081,Band_082,Band_083,Band_084,Band_085,Band_086,Band_087,Band_088,Band_089,Band_090,Band_091,Band_092,Band_093,Band_094,Band_095,Band_096,Band_097,Band_098,Band_099,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160
38782,3087.74,3306.48,3494.14,3650.89,3820.12,3976.36,4069.39,4387.99,4616.31,4871.95,5122.72,5380.38,5626.60,5861.46,6111.50,6340.89,6572.92,6821.22,7157.73,7485.80,7827.38,8006.39,8323.18,8625.72,8901.38,9162.62,9425.39,9769.85,10042.00,10295.34,10578.01,10902.14,11285.77,11566.18,11913.80,12270.51,12539.28,12913.89,13269.26,13551.33,13900.69,14226.82,14496.86,14900.99,15251.15,15490.98,15889.82,16266.00,16548.65,16904.90,17274.03,17545.85,17861.32,18285.00,18659.53,18926.09,19265.72,19678.57,20016.71,20223.32,20668.05,21119.89,21264.78,21557.03,22056.85,22349.30,22534.54,22915.78,23175.53,23569.71,23899.90,24102.10,24347.47,24806.99,25133.63,25166.33,25281.85,25698.78,26151.63,26262.64,26385.24,26736.87,27062.37,27253.19,27425.36,27531.85,27768.71,28033.42,28377.56,28751.76,28998.77,29182.74,29500.61,29870.20,30060.59,30101.08,30124.43,30064.01,30619.41,31107.70,31195.04,31263.89,31435.76,31779.28,32100.44,32193.17,32123.26,32132.90,32348.72,32676.56,32947.54,32877.80,32762.06,32906.84,33103.24,33388.37,33541.83,33672.66,33885.70,34062.59,34130.21,34067.80,34010.51,34192.97,34572.85,34848.81,34826.15,34782.26,34630.31,34749.84,35123.51,35558.31,35745.16,35611.25,35309.62,35156.93,35471.96,35809.01,36126.72,36347.98,36337.24,36292.83,36181.75,36225.50,36193.10,36357.75,36471.66,36398.66,36447.79,36607.73,36818.42,37102.31,37188.98,37211.48,37237.12,37320.06,37439.32,37774.90,38138.66,38239.36
38783,2461.20,2627.17,2769.04,2889.62,3016.19,3145.42,3241.16,3477.10,3653.88,3846.60,4049.53,4245.48,4447.87,4632.35,4843.78,5025.43,5233.35,5444.33,5711.44,5986.64,6259.51,6444.36,6694.48,6952.45,7168.61,7407.14,7626.43,7910.39,8143.55,8350.24,8629.11,8871.84,9190.93,9427.95,9704.28,10020.42,10248.73,10554.45,10861.10,11107.32,11380.77,11686.49,11885.23,12225.25,12555.37,12729.05,13050.78,13402.25,13610.24,13909.46,14265.54,14474.92,14705.00,15063.19,15392.04,15612.92,15878.62,16239.32,16551.86,16672.12,17046.62,17497.16,17584.79,17762.17,18218.81,18505.32,18619.35,18932.01,19207.12,19493.58,19765.13,19937.04,20117.28,20519.60,20853.46,20850.61,20898.96,21294.73,21729.56,21795.31,21842.71,22137.18,22432.83,22604.81,22727.71,22845.34,23037.74,23285.41,23590.87,23909.47,24102.81,24194.02,24425.04,24766.25,24922.85,24923.43,24935.47,25047.44,25477.56,25833.71,25874.40,25868.56,25979.54,26280.85,26610.60,26742.67,26643.15,26564.88,26748.74,27037.35,27311.18,27290.58,27177.17,27288.13,27438.54,27689.45,27841.53,27949.38,28082.58,28263.35,28293.58,28212.00,28146.67,28280.07,28641.43,28923.36,28970.45,28877.36,28678.41,28713.86,29078.71,29520.25,29728.57,29648.16,29351.95,29168.69,29366.10,29742.48,30126.52,30319.56,30294.77,30165.42,30046.76,30102.55,30186.57,30414.40,30435.57,30314.46,30349.17,30445.17,30699.62,30900.73,30933.75,30907.33,30816.54,30841.90,30966.29,31259.88,31602.37,31727.69
38784,2623.85,2774.87,2930.47,3053.41,3197.60,3334.11,3436.57,3678.43,3858.75,4064.40,4270.19,4476.32,4689.27,4885.48,5116.36,5304.57,5531.75,5750.60,6036.56,6320.59,6619.33,6834.93,7094.42,7367.27,7602.57,7863.46,8095.40,8404.20,8647.90,8880.78,9192.83,9440.38,9785.34,10036.30,10341.43,10677.58,10926.35,11260.36,11584.97,11851.48,12153.80,12482.10,12702.84,13074.08,13423.38,13616.32,13969.96,14335.56,14561.83,14891.87,15271.25,15495.55,15753.72,16139.04,16485.56,16729.87,17022.89,17407.37,17729.01,17881.15,18290.56,18759.70,18865.96,19066.28,19552.24,19850.87,19996.77,20332.36,20634.31,20938.02,21233.36,21419.12,21617.18,22052.58,22402.87,22409.24,22488.02,22943.11,23382.25,23440.47,23510.78,23838.37,24148.05,24324.23,24475.94,24619.00,24850.68,25098.75,25439.01,25774.38,25961.93,26083.20,26347.27,26712.18,26881.66,26898.02,26947.57,27140.67,27569.79,27874.78,27914.50,27928.81,28058.00,28376.87,28732.35,28867.67,28772.02,28728.34,28918.23,29234.64,29518.58,29517.01,29429.65,29532.87,29742.17,29966.75,30120.95,30241.66,30397.77,30583.55,30606.28,30529.86,30481.12,30628.87,31004.92,31284.35,31332.20,31239.92,31059.13,31111.98,31497.94,31954.60,32166.01,32112.52,31804.33,31652.75,31869.08,32251.65,32688.13,32870.27,32810.57,32676.18,32579.46,32679.17,32780.76,33042.92,33045.73,32938.45,33024.51,33075.92,33367.62,33595.94,33647.17,33544.39,33472.47,33471.08,33671.92,33944.58,34307.44,34488.62
38785,2808.22,2975.14,3152.05,3298.98,3444.59,3591.05,3676.66,3970.20,4162.23,4396.90,4624.88,4858.34,5077.98,5291.36,5535.13,5728.69,5957.31,6192.25,6487.99,6796.01,7093.65,7288.59,7556.49,7855.16,8090.19,8351.03,8574.35,8897.44,9156.86,9362.64,9663.28,9932.83,10289.13,10547.31,10838.91,11198.62,11436.24,11770.78,12100.22,12376.70,12663.19,12998.15,13213.23,13575.38,13949.87,14123.20,14468.11,14870.87,15091.78,15398.88,15794.91,16025.90,16262.03,16651.68,17034.58,17261.34,17539.37,17928.44,18298.71,18405.85,18794.76,19310.61,19405.87,19580.58,20068.03,20410.74,20504.44,20859.70,21132.99,21473.70,21776.72,21957.51,22115.66,22563.63,22951.81,22944.26,22923.81,23324.51,23862.42,23931.50,23959.42,24273.91,24622.55,24800.90,24926.58,25013.79,25209.69,25446.03,25796.36,26178.30,26384.42,26473.14,26727.72,27096.72,27276.91,27264.93,27213.62,27212.48,27737.98,28221.05,28268.46,28263.74,28335.44,28663.43,29059.77,29194.67,29070.24,28952.46,29119.53,29465.57,29759.05,29746.08,29567.68,29644.17,29838.68,30107.73,30285.98,30392.48,30570.48,30773.58,30789.28,30693.54,30581.67,30742.68,31132.45,31486.53,31513.16,31450.15,31169.73,31193.96,31570.18,32133.42,32359.42,32264.71,31871.29,31610.28,31815.57,32222.33,32697.64,32951.38,32896.55,32769.66,32583.30,32561.69,32623.60,32864.71,32934.68,32829.06,32858.17,32912.17,33201.61,33416.85,33484.52,33443.67,33326.41,33311.73,33455.79,33770.11,34108.82,34380.19
38786,2676.25,2836.79,2986.14,3114.69,3252.95,3400.74,3510.12,3761.00,3946.00,4153.52,4371.40,4581.65,4803.37,5010.78,5239.19,5432.05,5668.54,5897.89,6187.50,6484.41,6782.65,7000.04,7267.11,7548.75,7784.33,8058.41,8294.22,8609.12,8862.80,9089.98,9420.71,9669.29,10024.41,10284.42,10584.28,10932.99,11188.10,11523.67,11857.98,12131.81,12438.69,12782.96,13005.38,13375.31,13741.45,13929.53,14286.64,14673.67,14901.89,15235.93,15626.93,15857.59,16114.83,16501.47,16863.84,17112.31,17403.19,17799.01,18147.71,18279.14,18689.01,19195.41,19289.49,19476.40,19971.35,20302.61,20434.14,20780.10,21087.53,21393.66,21702.76,21881.63,22068.43,22519.11,22902.31,22892.11,22931.14,23392.23,23873.11,23937.28,23992.73,24308.62,24646.77,24830.71,24969.50,25107.07,25332.45,25588.58,25927.09,26281.08,26481.72,26592.46,26850.84,27209.55,27395.82,27405.54,27414.29,27611.36,28058.01,28413.45,28444.51,28427.45,28540.65,28884.54,29260.09,29413.48,29297.38,29212.94,29411.73,29737.19,30042.98,30052.79,29931.49,30030.05,30215.20,30465.56,30639.09,30734.72,30895.08,31071.55,31127.28,31030.66,30941.82,31101.44,31509.88,31826.44,31887.43,31775.89,31534.94,31585.88,31972.95,32497.98,32729.96,32651.35,32321.63,32118.34,32325.74,32736.29,33151.33,33391.61,33395.56,33218.03,33069.23,33130.77,33277.83,33541.25,33546.82,33429.29,33482.43,33584.26,33829.36,34088.56,34085.89,34000.96,33866.19,33888.94,34100.76,34367.91,34702.19,34891.36
38787,3015.26,3228.08,3404.23,3566.79,3721.59,3854.90,3938.44,4261.19,4477.92,4733.35,4971.20,5230.70,5463.08,5677.43,5914.51,6130.75,6342.86,6576.73,6897.47,7205.65,7523.96,7663.89,7961.13,8238.80,8513.31,8735.66,8983.48,9301.11,9558.54,9779.06,10017.03,10351.31,10690.17,10954.59,11283.70,11614.82,11861.32,12205.41,12527.83,12794.77,13118.91,13402.35,13660.01,14036.30,14342.77,14594.02,14957.03,15298.86,15573.09,15897.89,16210.83,16485.15,16798.11,17157.78,17512.09,17774.46,18098.00,18454.78,18776.53,18984.53,19379.01,19773.72,19932.14,20237.47,20654.73,20925.19,21106.67,21463.93,21686.07,22052.72,22364.24,22560.82,22803.17,23202.94,23477.09,23539.63,23673.70,23999.56,24409.06,24531.45,24699.18,25000.48,25270.99,25451.33,25614.16,25709.86,25916.14,26167.89,26490.99,26818.18,27065.27,27250.11,27554.59,27886.78,28040.74,28126.66,28133.94,27988.94,28518.34,28997.37,29114.13,29211.51,29369.99,29669.74,29945.48,30026.39,29976.91,30025.27,30226.80,30516.71,30710.25,30684.60,30565.72,30714.34,30899.18,31150.86,31282.23,31420.44,31609.90,31775.50,31833.06,31814.73,31759.89,31939.68,32263.50,32466.02,32433.09,32402.55,32328.25,32467.92,32822.23,33150.93,33279.21,33197.88,32940.19,32834.78,33111.00,33417.23,33701.76,33845.98,33801.04,33865.64,33820.70,33769.44,33691.90,33841.50,33992.24,33914.81,33981.97,34094.51,34369.53,34552.82,34635.38,34672.72,34802.23,34890.69,35006.53,35288.96,35564.30,35675.63
38788,2771.93,2974.07,3149.38,3292.83,3434.50,3564.55,3633.61,3942.02,4136.50,4372.47,4589.92,4836.47,5044.33,5243.34,5463.71,5664.74,5857.43,6079.41,6368.77,6658.37,6953.37,7080.20,7360.53,7615.12,7870.49,8076.18,8303.29,8598.87,8836.73,9045.48,9268.56,9574.49,9893.28,10138.38,10440.69,10744.46,10971.62,11297.22,11591.50,11839.79,12138.59,12410.00,12651.34,12992.43,13275.70,13505.83,13846.40,14161.18,14410.61,14719.02,15006.73,15262.01,15544.38,15882.95,16217.93,16451.42,16746.83,17086.27,17382.81,17571.39,17955.97,18310.99,18461.44,18730.61,19123.42,19373.42,19536.07,19877.47,20085.34,20421.52,20707.09,20887.65,21115.28,21486.55,21749.75,21799.85,21922.79,22231.39,22621.95,22726.08,22869.12,23150.30,23414.28,23581.95,23730.39,23818.77,24006.96,24241.13,24536.00,24853.12,25082.85,25236.28,25527.39,25824.56,25986.26,26048.58,26056.74,25915.16,26407.64,26837.95,26943.23,27028.48,27191.79,27475.55,27727.02,27797.61,27752.62,27795.61,27983.37,28245.93,28442.83,28393.63,28292.88,28438.55,28594.58,28826.72,28943.05,29087.30,29272.33,29406.43,29456.79,29422.98,29403.68,29563.68,29869.67,30037.18,30022.05,29999.59,29920.58,30042.23,30332.21,30680.67,30807.49,30728.36,30493.74,30389.78,30668.56,30930.97,31176.19,31310.87,31341.41,31329.73,31284.98,31275.28,31187.05,31285.46,31447.24,31320.48,31422.19,31546.54,31725.64,31956.87,32071.21,32087.19,32167.70,32279.49,32416.42,32649.74,32917.59,33016.98
38789,2830.31,3038.53,3214.92,3366.24,3522.65,3651.40,3734.73,4036.02,4235.75,4481.74,4707.64,4952.11,5173.71,5379.10,5612.47,5809.94,6021.75,6245.78,6553.49,6849.35,7154.08,7307.52,7594.92,7860.29,8120.25,8348.49,8584.52,8889.23,9136.87,9360.10,9603.79,9910.19,10246.46,10498.63,10821.65,11132.58,11377.62,11716.46,12029.39,12287.54,12597.39,12884.26,13133.60,13498.39,13798.73,14034.36,14389.70,14724.99,14986.95,15300.69,15617.96,15876.77,16169.18,16532.68,16880.03,17131.97,17445.98,17796.83,18107.92,18299.71,18699.09,19086.19,19225.58,19511.13,19936.75,20202.86,20364.98,20709.45,20944.06,21298.15,21582.01,21780.78,22017.89,22409.49,22685.34,22742.43,22877.48,23201.73,23599.64,23718.18,23862.87,24153.84,24447.91,24611.42,24776.28,24865.95,25068.28,25326.48,25626.72,25948.87,26192.44,26359.17,26656.95,26988.63,27150.47,27211.20,27223.03,27123.36,27638.87,28061.07,28172.68,28249.51,28409.50,28713.80,28985.25,29074.32,29026.01,29058.30,29247.60,29532.45,29744.56,29708.11,29587.49,29742.69,29900.39,30166.31,30299.99,30427.55,30642.67,30773.25,30819.66,30785.51,30766.56,30918.97,31240.90,31451.17,31416.70,31378.14,31299.57,31427.71,31736.01,32106.99,32240.09,32163.00,31910.85,31803.42,32088.58,32395.39,32661.35,32797.76,32814.50,32783.10,32745.66,32758.22,32675.14,32818.13,32923.70,32828.84,32928.10,33051.87,33301.68,33503.17,33568.82,33633.73,33644.44,33805.13,33863.44,34189.86,34410.31,34612.80
38790,2696.17,2874.99,3042.73,3182.27,3333.06,3456.20,3535.90,3819.17,4011.64,4230.64,4452.47,4681.19,4893.18,5090.62,5308.72,5505.15,5710.21,5926.99,6220.79,6505.34,6792.69,6952.92,7226.12,7484.29,7730.01,7956.85,8181.25,8476.46,8710.49,8933.59,9174.98,9463.24,9787.36,10036.77,10336.60,10642.87,10885.52,11206.45,11513.54,11761.13,12057.44,12339.84,12579.29,12927.04,13226.02,13443.69,13786.09,14114.20,14361.08,14669.39,14986.76,15227.27,15499.15,15859.77,16185.19,16426.99,16731.69,17073.05,17375.85,17549.71,17942.70,18322.71,18444.97,18718.39,19132.70,19390.66,19550.17,19893.20,20127.20,20445.98,20739.13,20912.65,21131.20,21521.50,21796.42,21842.02,21961.25,22301.57,22688.63,22790.38,22914.25,23206.36,23494.27,23663.15,23804.65,23903.60,24111.88,24350.85,24643.87,24970.22,25184.69,25335.47,25615.30,25931.51,26090.69,26141.73,26149.51,26120.07,26591.54,27000.51,27080.98,27161.27,27301.42,27605.70,27870.48,27966.95,27907.97,27935.85,28110.59,28393.99,28605.05,28568.75,28470.50,28615.36,28761.72,29007.13,29137.75,29275.12,29460.96,29620.79,29626.30,29594.21,29576.93,29728.08,30042.99,30245.76,30260.85,30217.65,30098.40,30220.87,30540.77,30913.91,31028.49,30940.29,30700.70,30569.34,30861.54,31132.87,31417.78,31600.80,31571.62,31561.86,31509.30,31495.81,31470.09,31629.74,31700.81,31635.81,31708.01,31823.04,32006.74,32261.32,32314.09,32333.01,32393.31,32494.56,32620.31,32844.58,33113.39,33246.84
38791,2746.05,2917.34,3095.93,3225.73,3375.86,3516.47,3594.14,3884.68,4073.08,4308.67,4530.26,4756.74,4973.89,5173.73,5403.73,5599.80,5821.06,6041.38,6341.54,6631.58,6931.29,7103.14,7379.95,7652.17,7895.52,8134.74,8365.45,8673.35,8921.79,9136.07,9411.12,9687.57,10029.42,10277.52,10586.62,10917.94,11148.51,11485.92,11804.23,12064.55,12361.22,12669.55,12892.00,13259.95,13587.02,13782.39,14133.54,14498.35,14726.51,15049.28,15394.25,15632.13,15902.88,16275.43,16625.76,16863.44,17156.23,17530.54,17851.58,17996.23,18393.66,18848.51,18950.55,19174.05,19645.46,19937.17,20062.43,20415.85,20665.81,20996.33,21293.89,21471.46,21679.51,22100.74,22432.45,22430.70,22500.27,22878.10,23341.89,23417.26,23500.85,23812.78,24117.19,24288.06,24436.35,24523.20,24728.35,24986.11,25314.44,25643.46,25858.74,25989.17,26264.92,26602.86,26773.88,26797.20,26793.67,26780.76,27275.07,27708.23,27781.76,27802.36,27940.06,28250.58,28582.01,28704.64,28615.15,28573.37,28753.63,29057.95,29328.38,29292.74,29170.70,29284.09,29443.29,29723.51,29865.12,29981.62,30169.45,30336.45,30379.09,30308.80,30230.56,30396.65,30768.73,31034.09,31022.26,30959.05,30795.74,30845.52,31232.27,31698.93,31857.08,31777.37,31464.66,31270.71,31515.00,31903.95,32236.05,32438.39,32380.68,32329.76,32222.71,32243.01,32276.40,32423.19,32513.79,32448.67,32460.20,32602.78,32822.42,33036.42,33088.64,33106.22,33119.80,33143.17,33271.51,33538.85,33935.44,34039.77
38792,2689.53,2851.48,3013.02,3146.58,3293.73,3420.02,3505.08,3786.12,3975.74,4192.20,4409.63,4636.42,4846.89,5045.91,5265.94,5455.41,5662.44,5881.52,6164.77,6451.83,6740.80,6907.77,7172.10,7431.89,7674.72,7901.51,8126.35,8426.92,8662.17,8878.08,9129.87,9408.27,9737.84,9979.00,10276.34,10588.08,10825.51,11142.77,11453.94,11705.47,11993.77,12286.40,12506.22,12862.25,13168.80,13364.83,13711.08,14051.78,14286.10,14588.36,14921.53,15148.14,15417.51,15777.23,16108.63,16339.73,16625.76,16980.26,17289.65,17444.01,17833.70,18256.36,18359.85,18590.47,19028.93,19301.59,19431.14,19772.51,20019.05,20341.21,20625.22,20803.43,21004.29,21397.06,21713.70,21713.56,21811.34,22169.13,22588.14,22671.69,22766.79,23066.87,23355.34,23521.91,23657.08,23762.99,23960.12,24203.02,24507.66,24824.18,25038.71,25178.56,25449.44,25781.21,25936.16,25969.74,25968.82,25948.18,26430.38,26839.16,26910.05,26952.54,27095.99,27385.52,27692.14,27794.22,27715.58,27696.97,27887.36,28163.89,28409.44,28380.35,28237.24,28382.66,28550.98,28792.89,28938.45,29053.68,29225.77,29382.78,29425.41,29348.63,29311.00,29475.15,29799.00,30038.99,30052.35,30004.51,29833.20,29936.52,30297.23,30682.82,30835.43,30742.82,30443.85,30325.22,30559.84,30895.70,31230.28,31388.61,31369.48,31296.61,31215.72,31209.15,31209.39,31397.22,31498.04,31383.81,31474.05,31565.98,31809.55,32004.54,32043.37,32043.87,32035.49,32110.35,32297.29,32581.57,32868.26,33011.05
38793,2670.03,2833.91,3006.63,3146.59,3290.78,3425.31,3504.64,3781.45,3977.86,4194.61,4408.74,4637.92,4846.44,5044.45,5261.55,5460.57,5660.88,5877.43,6164.03,6445.98,6736.20,6894.83,7164.07,7418.19,7666.43,7886.18,8114.37,8410.31,8647.86,8861.36,9107.02,9391.87,9714.19,9954.22,10253.02,10561.53,10799.87,11117.18,11421.78,11669.99,11963.88,12247.80,12482.14,12828.45,13127.03,13338.93,13678.78,14009.98,14251.68,14560.74,14875.09,15108.85,15387.55,15737.87,16068.61,16302.52,16603.65,16949.69,17245.98,17419.76,17804.49,18190.16,18318.57,18580.40,18992.87,19252.75,19408.17,19738.02,19968.19,20301.14,20589.83,20763.65,20987.58,21371.69,21647.33,21674.22,21796.51,22147.73,22534.65,22626.87,22751.80,23047.72,23309.42,23477.87,23626.16,23719.46,23932.75,24169.65,24463.35,24782.73,25001.47,25153.87,25434.59,25749.92,25901.87,25953.37,25973.42,25920.15,26393.07,26794.74,26892.61,26949.35,27100.93,27392.24,27661.78,27756.71,27698.86,27697.13,27908.05,28186.64,28397.63,28352.64,28239.24,28373.34,28540.73,28796.65,28924.13,29045.51,29226.67,29370.35,29401.72,29347.47,29333.36,29492.93,29811.73,30012.26,30028.16,29974.79,29847.25,29970.87,30293.20,30655.56,30792.49,30715.55,30454.79,30351.78,30587.40,30905.39,31184.72,31334.87,31329.33,31293.69,31251.06,31249.83,31237.77,31363.53,31484.05,31397.45,31476.56,31584.59,31782.98,32015.65,32090.25,32045.15,32132.89,32158.71,32322.04,32628.62,32893.71,32993.14
38794,2650.24,2826.31,2978.29,3126.88,3265.30,3399.61,3480.94,3757.96,3941.52,4167.63,4380.20,4606.18,4811.58,5007.17,5225.66,5418.42,5627.24,5841.01,6124.97,6403.84,6698.25,6855.82,7123.27,7383.74,7619.61,7846.29,8073.07,8370.92,8603.34,8817.38,9064.27,9337.90,9665.06,9907.24,10204.66,10517.41,10745.38,11067.51,11372.44,11618.99,11910.53,12193.60,12420.26,12767.99,13079.04,13282.52,13616.42,13949.70,14187.93,14492.08,14815.22,15040.04,15311.12,15665.37,15994.56,16228.98,16523.72,16875.99,17176.28,17328.30,17713.70,18120.07,18231.57,18484.06,18908.80,19164.40,19308.21,19650.62,19881.74,20202.99,20495.81,20668.37,20879.68,21266.76,21551.35,21584.33,21684.27,22029.48,22432.09,22522.31,22642.79,22926.82,23222.66,23375.52,23521.15,23613.51,23805.30,24038.78,24347.19,24666.48,24874.61,25025.43,25300.38,25613.66,25772.60,25813.19,25825.35,25792.69,26265.38,26674.76,26746.66,26800.71,26947.15,27236.66,27534.77,27620.16,27554.62,27561.27,27729.91,28018.44,28242.32,28209.20,28090.38,28218.95,28396.15,28632.62,28765.44,28890.66,29063.45,29212.22,29253.55,29177.61,29143.24,29314.63,29621.56,29869.06,29881.87,29822.31,29690.23,29787.47,30119.48,30483.85,30639.28,30571.82,30258.05,30131.88,30421.38,30746.24,31033.89,31161.85,31161.40,31113.38,31044.55,31057.94,31054.01,31199.58,31300.01,31219.97,31266.45,31368.35,31585.38,31836.93,31918.40,31866.07,31915.32,32007.39,32117.86,32371.56,32648.98,32847.84
38795,2457.55,2610.67,2750.35,2868.77,3004.96,3135.59,3218.15,3462.37,3637.46,3836.00,4029.30,4233.67,4433.03,4614.16,4824.68,5004.42,5201.00,5406.67,5673.84,5942.86,6209.51,6379.38,6625.72,6877.45,7092.39,7317.78,7525.33,7810.03,8033.77,8232.84,8492.25,8736.74,9050.47,9273.70,9550.12,9853.20,10072.94,10370.62,10668.52,10904.10,11170.30,11461.05,11658.07,11989.93,12306.65,12472.76,12790.61,13131.86,13333.89,13628.35,13966.89,14160.12,14402.61,14745.89,15063.79,15285.25,15540.65,15889.38,16195.94,16311.03,16671.01,17110.20,17194.79,17377.39,17814.19,18092.99,18198.54,18514.39,18760.31,19055.07,19331.04,19486.15,19661.43,20050.14,20369.87,20376.07,20406.86,20771.28,21205.56,21261.18,21315.48,21603.14,21896.38,22058.37,22181.24,22275.12,22447.80,22692.58,22986.94,23294.34,23486.31,23580.53,23828.01,24150.52,24305.60,24314.47,24300.29,24351.11,24789.21,25170.73,25219.90,25219.62,25325.66,25629.03,25950.82,26061.57,25964.33,25907.71,26065.06,26353.43,26594.12,26587.84,26455.52,26562.67,26722.23,26981.66,27103.48,27220.27,27388.37,27528.18,27568.63,27486.57,27405.70,27547.33,27890.53,28178.03,28192.04,28104.27,27907.51,27963.65,28330.85,28743.97,28939.21,28830.04,28561.36,28371.05,28586.18,28927.81,29303.93,29466.29,29465.77,29324.74,29219.26,29225.31,29277.53,29466.80,29549.33,29446.05,29487.76,29573.22,29762.91,30021.40,30089.19,30025.96,30012.34,29992.63,30115.10,30412.54,30759.31,30883.23
38796,2763.01,2938.09,3102.10,3241.05,3390.58,3532.47,3614.27,3904.70,4091.03,4324.25,4545.44,4782.46,4991.57,5202.76,5432.64,5626.34,5847.24,6069.53,6369.67,6666.44,6962.64,7135.67,7404.75,7685.89,7930.83,8170.07,8398.26,8712.16,8956.21,9176.84,9451.39,9725.61,10073.56,10321.39,10623.69,10961.84,11195.77,11522.14,11853.26,12110.46,12409.00,12715.05,12938.29,13296.58,13638.64,13829.99,14183.01,14552.70,14779.78,15096.94,15452.48,15685.26,15943.90,16321.74,16673.06,16913.67,17206.60,17578.70,17901.62,18049.59,18443.78,18909.32,19013.82,19234.38,19705.14,19993.76,20125.63,20465.91,20728.36,21064.82,21355.08,21532.37,21737.83,22160.28,22500.07,22498.63,22553.34,22939.96,23406.13,23472.80,23550.42,23871.84,24180.07,24365.59,24500.04,24587.06,24786.31,25043.37,25371.11,25705.70,25927.95,26059.41,26328.14,26696.64,26852.86,26873.44,26860.49,26840.05,27356.38,27804.97,27856.67,27873.46,28008.33,28323.20,28661.72,28784.92,28675.98,28631.44,28828.14,29129.24,29398.05,29360.92,29204.98,29328.34,29509.77,29776.38,29932.65,30059.45,30228.84,30421.28,30449.24,30343.85,30283.33,30443.21,30828.58,31082.46,31129.83,31015.67,30859.57,30924.40,31290.06,31735.63,31916.70,31816.61,31488.78,31297.93,31560.42,31959.53,32308.30,32499.77,32473.92,32377.82,32258.28,32272.70,32285.80,32505.85,32567.60,32470.85,32486.63,32601.84,32875.23,33120.07,33158.35,33142.86,33098.88,33127.65,33302.16,33606.30,33973.82,34153.46
38797,2728.95,2889.73,3057.78,3205.49,3351.73,3492.26,3575.34,3863.69,4046.57,4271.98,4495.81,4726.59,4944.21,5147.35,5378.77,5573.13,5794.67,6018.44,6307.21,6606.46,6899.09,7085.54,7348.09,7633.61,7863.13,8114.72,8334.67,8650.00,8895.82,9105.13,9390.75,9658.74,9997.64,10251.63,10542.51,10889.21,11117.22,11441.31,11768.24,12025.13,12319.08,12637.21,12845.11,13203.65,13559.49,13727.94,14068.97,14454.55,14678.41,14973.30,15352.95,15579.88,15816.56,16196.92,16559.27,16792.41,17064.78,17438.45,17787.51,17901.15,18286.51,18781.82,18876.05,19050.13,19531.02,19851.60,19951.66,20289.25,20554.91,20888.42,21179.21,21361.80,21521.55,21956.47,22324.52,22311.68,22312.31,22695.67,23217.65,23280.38,23317.31,23628.37,23965.85,24139.29,24278.64,24351.55,24551.43,24792.84,25119.60,25474.37,25686.98,25789.18,26038.99,26392.35,26568.45,26565.51,26518.14,26498.13,27010.77,27477.08,27533.66,27521.34,27625.06,27936.12,28289.25,28425.18,28311.80,28201.78,28375.89,28685.31,28990.60,28964.59,28779.45,28898.77,29079.46,29337.26,29493.02,29630.26,29792.05,29977.52,30012.23,29911.90,29825.16,29958.20,30334.71,30673.17,30671.44,30605.82,30384.81,30390.43,30790.73,31302.74,31517.63,31426.14,31062.66,30827.40,31034.98,31427.51,31848.30,32067.93,32049.50,31916.83,31758.33,31765.18,31811.71,32009.60,32069.24,31989.13,32011.20,32105.94,32346.30,32580.94,32673.88,32569.08,32540.57,32522.15,32678.07,32998.91,33321.23,33584.60
